,carat,cut,clarity,depth,table,x,y,z,price,color
7674,1.52,5,2,61.3,60.0,7.33,7.39,4.51,7582,1
7675,0.32,5,5,62.0,56.0,4.37,4.41,2.72,645,4
7676,0.53,4,4,62.6,58.0,5.18,5.11,3.22,1607,4
7677,0.31,4,7,62.1,58.0,4.36,4.33,2.7,907,3
7678,0.31,5,4,62.3,54.0,4.37,4.4,2.73,452,1
7679,1.23,3,6,61.2,57.0,6.86,6.92,4.22,5665,2
7680,0.52,3,2,57.9,61.0,5.28,5.33,3.07,1273,5
7681,0.42,3,4,62.8,59.0,4.76,4.8,3.0,958,6
7682,0.9,2,3,62.4,55.0,6.17,6.21,3.86,3898,5
7683,0.38,3,5,61.9,56.0,4.63,4.68,2.88,833,4
7684,1.26,4,3,62.0,58.0,6.9,6.87,4.27,6068,1
7685,1.22,5,3,61.8,57.0,6.85,6.83,4.23,6776,3
7686,0.72,5,3,60.3,57.0,5.83,5.85,3.52,2847,6
7687,0.51,5,6,61.7,56.0,5.12,5.15,3.17,1998,5
7688,1.5,3,3,62.5,58.0,7.24,7.29,4.54,6987,2
7689,0.28,5,6,61.6,56.0,4.18,4.2,2.58,586,4
7690,1.24,3,4,60.0,58.0,6.98,7.03,4.2,6134,1
7691,0.28,5,6,61.1,55.0,4.23,4.28,2.6,827,7
7692,1.24,1,2,65.7,57.0,6.72,6.68,4.4,4058,4
7693,0.51,5,6,61.3,56.0,5.16,5.19,3.17,1902,4
7694,0.8,4,3,60.1,57.0,6.03,5.98,3.61,2227,2
7695,1.21,5,5,61.7,56.0,6.82,6.85,4.22,12111,6
7696,0.92,3,3,62.1,58.0,6.15,6.22,3.84,4562,6
7697,0.7,3,4,63.6,57.0,5.61,5.65,3.58,2780,5
7698,1.24,5,3,61.9,56.0,6.95,6.88,4.28,5125,2
7699,0.38,5,7,61.3,56.0,4.65,4.71,2.87,1400,7
7700,0.53,5,4,62.0,56.0,5.16,5.2,3.21,1739,6
7701,0.54,5,5,61.9,56.0,5.24,5.23,3.22,1637,3
7702,1.25,3,7,60.2,58.0,6.97,7.04,4.22,11589,4
7703,0.32,5,6,61.2,56.0,4.41,4.42,2.7,730,4
7704,0.7,1,4,60.6,57.0,5.57,5.53,3.58,2762,5
7705,0.77,3,6,60.6,60.0,5.89,5.92,3.58,3917,5
7706,1.51,3,2,61.7,59.0,7.28,7.35,4.51,10546,7
7707,1.55,5,4,61.4,55.0,7.41,7.49,4.58,8498,2
7708,0.55,4,2,61.9,58.0,5.24,5.2,3.23,1273,6
7709,1.05,4,3,59.3,58.0,6.74,6.68,3.98,6174,7
7710,0.4,2,3,63.7,56.0,4.69,4.66,2.98,882,6
7711,0.73,4,5,60.0,58.0,5.86,5.9,3.53,3620,7
7712,0.96,3,3,62.1,62.0,6.24,6.32,3.9,4755,5
7713,0.96,3,2,60.0,60.0,6.43,6.47,3.87,4060,7
7714,1.09,5,3,62.0,56.0,6.59,6.61,4.09,5816,5
7715,1.0,5,2,61.2,57.0,6.39,6.48,3.94,4372,5
7716,0.7,5,3,61.1,56.0,5.74,5.78,3.52,2671,5
7717,0.33,3,6,63.0,57.0,4.38,4.42,2.77,752,4
7718,0.56,4,6,59.2,56.0,5.49,5.39,3.22,2496,6
7719,1.06,5,2,62.7,56.0,6.52,6.47,4.07,3461,5
7720,0.7,2,3,60.4,61.0,5.73,5.76,3.47,2696,6
7721,0.27,5,6,61.5,56.0,4.15,4.18,2.56,586,7
7722,0.43,3,4,62.8,56.0,4.79,4.86,3.03,981,6
7723,0.7,4,5,63.0,60.0,5.64,5.57,3.53,2838,4
7724,2.13,4,2,60.7,60.0,8.37,8.27,5.05,16931,4
7725,0.51,4,4,59.7,58.0,5.18,5.24,3.11,1787,7
7726,0.43,4,1,62.0,59.0,4.83,4.78,2.98,581,3
7727,0.31,5,4,62.3,57.0,4.3,4.34,2.69,625,5
7728,0.72,2,3,60.1,64.0,5.75,5.83,3.48,1547,2
7729,1.27,5,3,62.1,55.0,6.92,6.96,4.31,8256,7
7730,0.32,5,7,61.6,56.0,4.42,4.41,2.72,1020,6
7731,1.02,4,4,61.9,57.0,6.5,6.4,3.99,5171,3
7732,1.08,5,7,61.8,57.0,6.55,6.59,4.06,9041,3
7733,0.53,5,4,62.5,57.0,5.16,5.18,3.23,1607,6
7734,0.4,4,3,62.3,60.0,4.7,4.74,2.94,737,5
7735,1.0,4,3,59.7,60.0,6.48,6.51,3.88,4851,5
7736,0.72,5,5,61.8,55.0,5.78,5.81,3.58,3167,3
7737,0.4,2,3,63.6,57.0,4.69,4.65,2.97,882,6
7738,0.52,3,4,63.5,58.0,5.12,5.11,3.25,1385,3
7739,0.3,5,8,62.1,55.0,4.35,4.31,2.69,956,4
7740,1.02,3,3,63.3,58.0,6.39,6.35,4.03,5038,5
7741,0.76,5,3,62.7,57.0,5.82,5.85,3.66,2607,5
7742,1.19,5,2,62.0,57.0,6.77,6.81,4.21,4914,3
7743,0.33,4,6,61.6,58.0,4.42,4.45,2.73,666,3
7744,0.51,5,3,61.4,56.0,5.14,5.16,3.16,1732,6
7745,0.33,5,7,60.2,56.0,4.48,4.45,2.77,1114,4
7746,0.82,3,8,61.9,57.0,5.96,6.0,3.7,4844,4
7747,2.01,2,2,60.0,64.0,8.09,8.17,4.88,16582,6
7748,1.01,1,2,59.8,66.0,6.42,6.48,3.86,3816,4
7749,0.6,5,8,62.2,55.0,5.36,5.44,3.36,2533,4
7750,0.4,3,5,60.5,61.0,4.72,4.74,2.86,1053,6
7751,0.53,5,6,62.4,56.0,5.15,5.17,3.22,2288,6
7752,0.43,5,4,61.1,56.0,4.91,4.88,2.99,968,5
7753,0.32,5,5,61.2,56.0,4.41,4.45,2.71,645,4
7754,1.16,5,4,61.5,57.0,6.75,6.78,4.16,5207,1
7755,0.3,3,7,61.1,57.0,4.31,4.33,2.64,814,5
7756,1.0,1,3,67.3,57.0,6.15,6.04,4.1,5096,7
7757,1.34,5,4,60.8,55.0,7.18,7.12,4.35,7999,3
7758,0.33,4,4,62.0,59.0,4.41,4.39,2.73,928,6
7759,0.41,5,4,61.8,56.0,4.78,4.8,2.96,863,5
7760,0.24,4,7,60.8,59.0,4.02,4.0,2.44,554,3
7761,0.54,5,2,61.1,56.0,5.26,5.22,3.2,1240,5
7762,1.03,5,7,61.5,57.0,6.47,6.52,3.99,9691,4
7763,1.0,2,6,62.4,61.0,6.32,6.3,3.94,6748,4
7764,0.91,5,3,62.0,54.0,6.23,6.26,3.87,4453,4
7765,1.2,3,3,62.8,57.0,6.7,6.74,4.22,5408,1
7766,0.38,5,4,62.0,56.0,4.62,4.66,2.88,853,6
7767,1.57,5,6,61.4,57.0,7.5,7.45,4.59,9516,2
7768,0.36,5,5,62.0,55.0,4.58,4.6,2.85,828,6
7769,0.32,3,2,62.6,56.0,4.37,4.41,2.75,421,5
7770,0.37,4,4,61.9,58.0,4.6,4.54,2.83,957,5
7771,0.41,2,3,59.5,62.0,4.85,4.87,2.89,760,6
7772,0.72,5,4,61.1,56.0,5.78,5.81,3.54,3601,6
7773,0.37,5,4,62.7,56.0,4.6,4.55,2.87,1041,6
7774,1.2,4,3,62.4,59.0,6.72,6.68,4.18,5592,3
7775,0.3,4,3,59.5,58.0,4.39,4.42,2.62,526,6
7776,0.3,5,4,62.3,56.0,4.3,4.27,2.67,675,4
7777,0.5,5,3,62.1,57.0,5.05,5.09,3.15,1153,4
7778,1.33,4,3,61.9,58.0,7.04,6.98,4.34,7302,3
7779,0.9,2,3,63.2,62.0,6.09,6.19,3.88,3574,4
7780,1.05,3,3,59.5,58.0,6.61,6.69,3.96,4608,3
7781,0.91,5,4,61.4,57.0,6.23,6.28,3.84,5023,4
7782,1.75,5,6,62.1,56.0,7.72,7.69,4.79,14394,1
7783,2.0,1,3,66.4,55.0,7.82,7.67,5.15,11189,2
7784,0.52,5,2,61.0,55.0,5.22,5.19,3.18,1065,3
7785,1.0,1,5,67.0,52.0,6.12,6.08,4.09,4984,5
7786,0.41,5,3,62.8,56.0,4.77,4.72,2.98,876,3
7787,1.11,4,4,61.0,59.0,6.7,6.67,4.08,5346,4
7788,0.5,4,7,61.0,60.0,5.08,5.12,3.11,1966,4
7789,1.51,4,4,62.5,58.0,7.36,7.21,4.55,14294,5
7790,0.6,4,3,61.9,58.0,5.43,5.39,3.35,1830,6
7791,1.02,2,3,63.7,61.0,6.27,6.23,3.98,4678,5
7792,1.01,3,2,63.5,58.0,6.29,6.37,4.02,4475,3
7793,0.57,3,4,59.5,57.0,5.39,5.43,3.22,1754,5
7794,0.32,4,3,61.0,61.0,4.41,4.38,2.68,612,4
7795,1.53,3,2,59.3,60.0,7.44,7.46,4.42,8270,6
7796,0.38,4,4,60.1,61.0,4.66,4.63,2.79,983,4
7797,0.27,3,5,61.9,56.0,4.13,4.16,2.56,439,4
7798,1.08,3,2,62.9,59.0,6.44,6.53,4.08,5018,6
7799,0.42,4,5,60.9,58.0,4.84,4.81,2.94,984,4
7800,1.01,3,3,61.8,61.0,6.44,6.47,3.94,4899,5
7801,1.53,3,2,61.6,56.0,7.39,7.45,4.57,7406,1
7802,0.31,5,3,62.3,56.0,4.32,4.35,2.7,548,7
7803,1.2,4,5,62.7,58.0,6.75,6.65,4.2,6727,3
7804,0.72,3,5,63.5,55.0,5.75,5.68,3.63,2422,4
7805,1.0,4,8,60.6,57.0,6.54,6.47,3.94,7235,3
7806,0.7,4,6,62.9,59.0,5.68,5.61,3.55,2874,4
7807,0.36,5,5,62.4,55.0,4.59,4.61,2.87,852,6
7808,0.31,2,4,63.6,54.0,4.28,4.33,2.74,583,5
7809,0.52,5,3,61.8,56.0,5.18,5.15,3.19,1605,7
7810,1.5,5,1,61.8,57.0,7.39,7.31,4.54,5510,1
7811,0.71,5,3,61.9,56.0,5.76,5.71,3.55,2404,6
7812,0.3,5,5,62.9,57.0,4.31,4.28,2.7,776,4
7813,0.37,4,4,60.6,58.0,4.63,4.67,2.82,746,5
7814,1.53,3,5,62.8,56.0,7.31,7.37,4.61,12654,4
7815,0.23,3,6,62.0,55.0,3.93,3.95,2.44,378,3
7816,0.41,4,4,59.2,58.0,4.83,4.8,2.85,1061,4
7817,0.55,5,2,61.4,55.0,5.27,5.29,3.24,1183,5
7818,1.13,4,5,58.6,59.0,6.91,6.84,4.03,7404,4
7819,0.54,5,4,60.1,58.0,5.28,5.34,3.19,1266,1
7820,0.33,4,4,62.1,59.0,4.45,4.4,2.75,854,5
7821,1.02,5,3,61.5,57.0,6.54,6.44,3.99,5398,4
7822,0.73,4,2,60.2,59.0,5.87,5.82,3.52,1971,5
7823,0.9,3,3,61.4,56.0,6.19,6.23,3.81,5387,6
7824,0.56,5,8,62.2,54.0,5.3,5.34,3.31,2321,4
7825,0.32,5,7,61.8,55.0,4.4,4.43,2.73,814,4
7826,1.2,3,1,63.1,60.0,6.75,6.67,4.23,2850,3
7827,0.31,5,5,62.8,57.0,4.32,4.28,2.7,628,1
7828,0.91,5,3,62.0,55.0,6.21,6.24,3.86,5176,5
7829,0.41,4,2,60.0,59.0,4.78,4.82,2.88,683,6
7830,1.0,1,2,67.8,53.0,6.08,6.02,4.1,2530,3
7831,1.14,3,5,63.3,56.0,6.68,6.6,4.2,5148,1
7832,0.7,3,3,59.4,62.0,5.77,5.82,3.44,2058,1
7833,0.54,5,3,62.1,56.0,5.25,5.21,3.25,1786,7
7834,1.01,2,4,62.5,62.0,6.26,6.34,3.94,6563,7
7835,0.55,5,2,62.0,56.0,5.27,5.22,3.25,1273,6
7836,0.35,5,5,61.2,56.0,4.55,4.53,2.78,1063,6
7837,1.54,4,2,61.5,61.0,7.41,7.31,4.53,6278,1
7838,0.25,5,3,61.5,56.0,4.06,4.09,2.5,430,5
7839,1.01,4,4,59.1,62.0,6.45,6.37,3.97,4559,3
7840,0.38,4,7,61.6,58.0,4.66,4.63,2.86,1257,5
7841,1.01,4,2,60.4,57.0,6.53,6.49,3.93,3801,6
7842,1.58,1,3,64.7,58.0,7.28,7.22,4.69,7333,3
7843,0.33,5,4,61.9,56.0,4.46,4.43,2.75,928,6
7844,1.21,3,4,60.1,55.0,6.91,7.01,4.18,8711,5
7845,1.33,5,4,62.8,56.0,7.08,7.03,4.43,11409,7
7846,1.05,3,4,62.8,57.0,6.45,6.49,4.06,6486,4
7847,1.01,4,5,61.4,60.0,6.45,6.39,3.94,7792,5
7848,0.72,5,2,60.9,56.0,5.87,5.78,3.55,1901,3
7849,0.32,4,3,62.5,58.0,4.43,4.4,2.76,612,4
7850,0.7,5,4,61.0,56.0,5.76,5.79,3.52,3376,6
7851,0.55,5,4,60.2,56.0,5.33,5.38,3.22,2459,7
7852,1.01,2,2,65.1,57.0,6.27,6.32,4.1,4468,7
7853,0.35,2,2,64.0,55.0,4.45,4.49,2.86,454,6
7854,0.31,3,3,61.5,59.0,4.34,4.38,2.68,462,4
7855,0.54,5,3,62.5,54.0,5.22,5.25,3.27,964,2
7856,0.73,3,5,62.4,58.1,5.71,5.75,3.58,2999,4
7857,0.3,5,7,60.6,57.0,4.33,4.35,2.63,895,6
7858,0.71,3,5,62.6,59.0,5.68,5.76,3.58,3464,6
7859,0.72,4,2,59.3,57.0,5.89,5.85,3.48,2364,5
7860,1.03,5,3,62.8,56.0,6.38,6.46,4.03,5356,5
7861,0.5,4,7,58.2,62.0,5.25,5.19,3.04,1415,1
7862,0.3,2,6,63.5,58.0,4.23,4.31,2.71,787,7
7863,1.6,3,5,61.2,58.6,7.48,7.63,4.62,12378,3
7864,1.0,4,6,61.2,60.0,6.43,6.38,3.92,8400,5
7865,1.04,5,4,62.1,57.0,6.48,6.53,4.04,6692,5
7866,0.31,5,8,60.7,58.0,4.37,4.41,2.67,871,4
7867,0.34,4,7,61.2,58.0,4.51,4.48,2.75,862,3
7868,1.0,2,3,57.9,54.0,6.68,6.62,3.85,4469,3
7869,0.51,5,4,62.5,55.0,5.08,5.13,3.19,1656,6
7870,1.2,2,5,63.4,56.0,6.7,6.74,4.26,8442,4
7871,0.3,5,8,62.0,57.0,4.26,4.29,2.65,764,3
7872,0.3,3,7,61.8,55.0,4.32,4.35,2.68,783,5
7873,1.23,3,4,61.2,59.0,6.84,6.81,4.18,6826,1
7874,1.01,2,4,62.1,58.0,6.28,6.35,3.92,6288,5
7875,1.5,3,4,60.5,60.0,7.31,7.4,4.45,9354,1
7876,0.4,5,5,61.8,59.0,4.74,4.72,2.92,1017,3
7877,1.08,4,4,61.3,59.0,6.7,6.64,4.01,6532,4
7878,3.01,5,2,61.7,58.0,9.25,9.2,5.69,16037,2
7879,0.31,5,3,61.5,55.0,4.37,4.41,2.7,660,6
7880,0.58,5,3,62.2,55.0,5.33,5.37,3.33,1446,4
7881,0.41,5,5,62.0,57.0,4.76,4.73,2.94,1076,5
7882,0.35,2,2,58.4,56.0,4.48,4.45,2.85,591,5
7883,1.27,4,1,60.2,62.0,7.05,7.0,4.23,3732,1
7884,0.41,5,5,61.0,57.0,4.82,4.78,2.93,1230,7
7885,0.35,5,5,61.0,56.0,4.53,4.58,2.78,1065,7
7886,0.91,4,3,61.4,56.0,6.09,5.97,3.7,2763,3
7887,0.4,5,4,61.6,57.0,4.77,4.71,2.92,1050,7
7888,0.5,3,5,61.0,56.0,5.1,5.13,3.12,1598,3
7889,0.53,5,8,61.4,56.0,5.2,5.24,3.21,2247,4
7890,0.38,5,5,61.1,56.0,4.7,4.65,2.86,1004,5
7891,0.91,3,5,62.4,59.0,6.15,6.16,3.84,5302,5
7892,0.54,5,5,61.8,54.0,5.24,5.22,3.23,1847,4
7893,0.28,3,5,62.2,59.0,4.19,4.23,2.62,428,6
7894,1.14,5,7,61.1,58.0,6.74,6.77,4.13,10933,4
7895,0.35,5,4,61.2,56.0,4.53,4.56,2.78,571,3
7896,0.86,2,7,64.3,53.0,6.02,6.12,3.89,5029,7
7897,1.26,4,3,61.7,58.0,6.91,6.99,4.29,5114,2
7898,0.92,2,3,60.2,56.0,6.28,6.32,3.79,5259,7
7899,0.83,4,2,61.6,57.0,6.06,6.02,3.72,2749,4
7900,2.0,5,2,62.2,57.0,8.13,8.0,5.02,11988,4
7901,0.41,3,4,60.0,58.0,4.77,4.66,2.99,943,3
7902,1.05,4,3,60.3,57.0,6.64,6.59,3.99,4974,4
7903,0.6,3,6,63.5,57.0,5.48,5.51,3.33,2897,7
7904,0.36,5,5,61.6,57.0,4.54,4.58,2.81,852,6
7905,1.01,4,3,58.9,60.0,6.57,6.5,3.85,5713,5
7906,1.02,4,4,62.6,59.0,6.43,6.39,4.01,6087,4
7907,0.75,4,2,58.8,60.0,5.99,5.89,3.49,2070,4
7908,1.12,3,2,58.5,60.0,6.83,6.89,4.01,4066,2
7909,1.09,5,2,62.1,56.0,6.59,6.56,4.08,5258,7
7910,0.7,3,3,59.6,63.0,5.72,5.65,3.39,2396,6
7911,0.43,4,4,59.7,59.0,4.89,4.93,2.93,901,7
7912,0.4,5,8,62.0,56.0,4.73,4.76,2.94,1229,4
7913,1.37,3,2,62.5,59.0,6.98,7.04,4.38,7365,6
7914,0.62,5,6,62.6,57.0,5.42,5.47,3.41,2507,4
7915,1.28,4,4,62.1,60.0,6.95,6.89,4.3,8139,4
7916,0.59,5,2,62.2,55.0,5.38,5.4,3.35,1286,6
7917,1.53,3,3,63.1,56.0,7.32,7.26,4.6,7797,1
7918,0.61,5,5,61.9,57.0,5.42,5.46,3.37,2246,5
7919,1.23,2,3,60.7,61.0,6.91,6.93,4.2,6165,1
7920,0.82,2,3,57.5,62.0,6.25,6.2,3.58,2140,2
7921,0.31,4,4,60.8,58.0,4.35,4.37,2.65,680,6
7922,1.06,5,3,62.7,54.0,6.55,6.52,4.1,6055,7
7923,0.72,3,5,63.8,59.0,5.63,5.71,3.62,2441,1
7924,0.28,3,6,62.6,55.0,4.18,4.2,2.62,707,5
7925,1.7,5,7,60.2,56.0,7.62,7.67,4.66,18279,4
7926,0.32,4,3,63.0,58.0,4.4,4.36,2.76,756,7
7927,0.55,4,4,60.1,59.0,5.36,5.29,3.2,1735,6
7928,1.01,3,2,60.8,61.0,6.45,6.5,3.94,4260,7
7929,1.02,2,3,63.6,58.0,6.34,6.39,4.05,4964,4
7930,0.31,5,6,62.0,56.0,4.37,4.34,2.7,982,7
7931,0.4,5,4,62.2,54.0,4.73,4.76,2.95,891,7
7932,1.05,3,8,58.9,61.0,6.64,6.67,3.92,9013,4
7933,0.8,5,2,63.0,56.0,5.85,5.9,3.7,2657,4
7934,0.29,3,7,60.9,61.0,4.23,4.27,2.59,629,6
7935,0.9,3,2,60.3,63.0,6.28,6.21,3.77,3630,5
7936,0.41,5,7,61.9,56.0,4.79,4.77,2.96,1356,5
7937,0.51,5,6,62.0,57.0,5.11,5.15,3.18,1877,4
7938,1.06,3,5,63.1,57.0,6.42,6.49,4.07,6663,4
7939,0.56,5,5,62.8,56.0,5.28,5.23,3.3,1698,3
7940,0.56,5,3,62.3,56.0,5.26,5.33,3.3,1723,7
7941,0.38,5,8,58.9,58.0,4.69,4.81,2.8,1064,3
7942,0.72,5,4,61.1,56.0,5.75,5.79,3.58,2383,4
7943,0.35,3,8,62.0,54.0,4.55,4.58,2.83,1027,5
7944,0.32,5,7,62.2,55.0,4.37,4.41,2.73,827,6
7945,1.51,2,5,62.0,56.0,7.23,7.29,4.5,9569,1
7946,1.13,5,6,61.5,57.0,6.67,6.71,4.12,8889,4
7947,0.4,2,3,60.6,65.0,4.74,4.71,2.86,1110,6
7948,0.3,5,3,62.0,58.0,4.25,4.33,2.66,407,3
7949,1.01,5,5,61.8,57.0,6.41,6.46,3.98,8860,5
7950,1.04,4,2,58.3,58.0,6.67,6.63,3.88,3780,7
7951,0.77,4,4,62.1,59.0,5.85,5.87,3.64,3218,5
7952,0.32,5,4,62.0,57.0,4.41,4.37,2.72,900,6
7953,1.0,4,3,58.7,58.0,6.55,6.51,3.83,3920,2
7954,1.21,1,1,65.0,58.0,6.65,6.59,4.3,2396,1
7955,0.7,5,3,61.7,55.0,5.71,5.74,3.53,2745,6
7956,0.83,5,4,61.8,57.0,6.04,6.03,3.73,3625,6
7957,0.39,3,4,62.7,59.0,4.64,4.68,2.92,794,6
7958,0.6,5,3,61.7,56.0,5.39,5.44,3.34,2263,7
7959,0.36,5,4,61.8,56.0,4.56,4.6,2.83,852,7
7960,0.5,3,3,62.8,61.0,4.99,5.01,3.14,1197,4
7961,0.26,3,7,61.8,59.0,4.11,4.14,2.55,539,6
7962,0.53,5,5,61.5,57.0,5.21,5.23,3.21,1791,4
7963,1.01,1,3,66.2,56.0,6.05,6.1,4.02,5122,7
7964,1.03,5,2,62.4,57.0,6.43,6.38,4.0,3807,5
7965,0.31,5,7,62.4,55.0,4.34,4.32,2.7,985,5
7966,0.57,4,4,62.0,58.0,5.38,5.33,3.32,1763,6
7967,0.55,4,5,62.0,57.0,5.3,5.25,3.27,1881,4
7968,0.78,4,3,63.0,60.0,5.88,5.82,3.66,1954,2
7969,0.71,2,4,63.5,59.0,5.63,5.67,3.59,2029,4
7970,0.67,3,3,60.2,60.0,5.61,5.68,3.4,2007,7
7971,1.07,3,3,60.4,63.0,6.67,6.6,4.01,4314,6
7972,1.0,2,6,64.1,57.0,6.32,6.29,4.04,7692,6
7973,0.51,3,6,60.8,56.0,5.17,5.2,3.15,2041,5
7974,0.9,3,3,63.2,60.0,6.12,6.09,3.86,2753,2
7975,0.3,3,2,62.6,61.0,4.2,4.24,2.64,394,5
7976,0.7,3,3,62.4,57.0,5.64,5.67,3.53,3075,7
7977,1.56,4,3,60.7,59.0,7.55,7.45,4.55,11901,5
7978,0.33,4,3,61.4,58.0,4.5,4.46,2.75,572,1
7979,1.29,4,3,62.1,57.0,7.03,6.92,4.33,6140,1
7980,0.5,3,3,60.7,61.0,5.09,5.13,3.1,1354,6
7981,0.7,4,3,60.7,58.0,5.73,5.74,3.48,2679,6
7982,1.34,3,6,59.7,60.0,7.19,7.22,4.3,9735,3
7983,0.31,5,3,63.0,56.0,4.34,4.3,2.72,593,4
7984,0.54,5,6,60.6,56.0,5.26,5.27,3.19,1985,4
7985,1.24,4,2,60.5,62.0,6.97,6.89,4.19,4666,6
7986,0.25,5,7,62.6,56.0,4.01,4.05,2.52,582,4
7987,0.55,3,3,59.1,59.0,5.36,5.4,3.18,1370,5
7988,1.64,3,2,63.2,57.0,7.56,7.47,4.75,8357,5
7989,1.07,3,2,61.7,58.0,6.54,6.56,4.04,5304,6
7990,0.64,2,5,57.7,61.0,5.68,5.75,3.29,2222,5
7991,2.21,5,2,62.0,57.0,8.36,8.31,5.18,16558,7
7992,0.3,4,4,61.9,58.0,4.28,4.32,2.66,710,7
7993,0.52,5,4,61.9,55.0,5.15,5.19,3.2,1586,4
7994,0.75,4,2,62.9,56.0,5.76,5.72,3.61,1588,2
7995,1.53,3,2,63.1,59.0,7.38,7.21,4.61,8654,6
7996,1.1,5,6,62.0,56.0,6.59,6.63,4.1,7267,3
7997,2.03,3,4,59.9,57.0,8.14,8.25,4.91,17297,1
7998,1.02,4,4,62.5,58.0,6.4,6.37,3.99,7643,7
7999,0.91,5,7,61.7,56.0,6.18,6.23,3.83,9636,6
8000,2.32,2,3,60.3,61.0,8.56,8.52,5.15,13654,2
8001,0.3,5,6,62.3,54.0,4.31,4.36,2.7,742,6
8002,1.07,2,3,63.1,59.0,6.45,6.49,4.08,4861,4
8003,1.08,5,2,59.3,57.0,6.71,6.74,3.99,4455,3
8004,0.5,3,4,61.8,63.0,5.05,5.08,3.13,1074,3
8005,0.32,5,5,61.5,56.0,4.41,4.43,2.72,862,7
8006,0.3,4,4,62.2,58.0,4.31,4.28,2.67,776,5
8007,0.91,2,2,64.3,57.0,6.0,6.04,3.87,3632,6
8008,0.83,3,3,61.3,58.0,5.97,6.01,3.71,3322,5
8009,1.01,4,2,62.6,60.0,6.4,6.37,4.0,4338,7
8010,1.5,2,4,63.9,59.0,7.25,7.18,4.61,8165,3
8011,0.78,5,2,61.5,56.0,5.94,5.97,3.66,2706,4
8012,1.5,2,3,61.3,61.0,7.32,7.39,4.51,13603,7
8013,0.7,3,4,62.7,57.0,5.65,5.7,3.56,2507,4
8014,0.58,5,4,61.1,55.0,5.45,5.42,3.32,1641,4
8015,0.3,5,8,62.8,57.0,4.29,4.31,2.68,886,5
8016,0.59,5,6,61.8,57.0,5.35,5.4,3.32,3026,6
8017,1.03,5,3,62.0,57.0,6.47,6.44,4.0,5330,6
8018,0.28,2,7,64.6,55.0,4.15,4.18,2.69,492,6
8019,0.83,2,4,63.7,60.9,5.84,5.92,3.75,3195,4
8020,0.9,2,5,62.8,57.0,6.04,6.1,3.81,4770,5
8021,0.93,4,3,62.3,59.0,6.25,6.21,3.88,5729,5
8022,0.64,5,5,61.9,56.8,5.55,5.6,3.45,2222,5
8023,0.3,3,3,62.2,57.0,4.25,4.27,2.65,394,1
8024,1.51,4,4,62.0,60.0,7.33,7.35,4.42,11435,3
8025,2.04,3,3,63.1,58.0,8.06,7.99,5.06,15412,1
8026,1.2,5,3,63.0,57.0,6.74,6.64,4.24,4234,2
8027,0.78,5,2,61.2,54.0,5.96,6.0,3.66,2596,6
8028,0.9,3,6,62.0,55.0,6.08,6.17,3.8,6466,6
8029,1.11,3,2,63.4,55.0,6.54,6.51,4.14,4028,3
8030,0.42,4,3,61.8,58.0,4.81,4.84,2.98,773,5
8031,1.06,4,4,61.8,60.0,6.58,6.53,4.05,6673,5
8032,0.31,4,4,62.2,58.0,4.31,4.34,2.69,489,3
8033,0.32,4,5,61.3,58.0,4.36,4.39,2.68,677,6
8034,2.01,4,3,61.3,60.0,8.09,8.05,4.95,11646,1
8035,1.0,2,2,62.7,57.0,6.29,6.34,3.96,4081,5
8036,0.43,4,4,61.3,58.0,4.83,4.86,2.97,867,4
8037,0.77,3,4,63.0,58.0,5.81,5.85,3.67,3351,7
8038,1.16,5,3,61.8,54.0,6.74,6.81,4.19,6084,3
8039,0.75,3,3,60.4,55.0,5.87,5.92,3.58,2872,7
8040,0.92,4,3,59.2,60.0,6.4,6.35,3.76,2968,3
8041,0.42,5,6,62.4,56.0,4.8,4.78,2.99,984,3
8042,0.9,3,3,60.1,58.0,6.25,6.29,3.77,4034,6
8043,0.51,2,4,61.8,65.0,5.07,5.02,3.12,1128,3
8044,0.3,3,7,59.8,62.0,4.33,4.36,2.6,737,4
8045,0.7,3,6,63.2,55.0,5.63,5.57,3.54,1968,2
8046,0.53,5,4,61.6,57.0,5.21,5.15,3.19,1803,5
8047,0.71,3,2,59.0,58.0,5.84,5.89,3.46,2098,5
8048,0.51,5,4,61.9,55.0,5.17,5.13,3.19,1781,6
8049,0.34,5,4,61.0,56.0,4.51,4.54,2.76,967,7
8050,0.31,5,4,62.8,54.0,4.32,4.34,2.72,692,7
8051,0.3,5,3,62.3,57.0,4.29,4.31,2.68,499,6
8052,0.7,4,3,62.6,60.0,5.61,5.57,3.5,2415,4
8053,0.59,5,5,61.1,56.0,5.43,5.47,3.33,2140,5
8054,1.01,2,2,63.8,53.0,6.41,6.31,4.06,4185,4
8055,1.21,4,5,59.5,58.0,7.01,6.97,4.16,8456,4
8056,0.56,3,2,62.8,58.0,5.19,5.23,3.27,1091,4
8057,0.53,3,5,60.6,57.0,5.21,5.25,3.17,1607,5
8058,1.18,5,6,62.2,54.0,6.78,6.82,4.23,9252,4
8059,0.54,5,5,60.7,57.0,5.29,5.26,3.2,2274,4
8060,2.02,2,2,59.0,61.0,8.26,8.31,4.89,13144,3
8061,2.01,2,3,60.1,61.0,8.04,8.12,4.86,18374,4
8062,0.76,3,4,61.1,57.0,5.84,5.95,3.6,3170,4
8063,1.21,4,2,60.7,60.0,6.88,6.82,4.16,4879,1
